date,rainfall_mm,depth_to_groundwater_m,temperature_C,drainage_m3,river_hydrometry_m
14/06/2013,0.0,-22.67,23.0,-35951.904,2.6
15/06/2013,0.0,-22.68,24.9,-37063.008,2.6
16/06/2013,0.0,-22.66,25.6,-35525.952,2.6
17/06/2013,0.0,-22.61,27.1,-35284.032,2.6
18/06/2013,0.0,-22.63,26.8,-37050.048,2.6
19/06/2013,0.0,-22.58,27.9,-36105.696,2.5
20/06/2013,0.0,-22.54,27.3,-36894.528,2.3
21/06/2013,0.0,-22.52,25.7,-36854.784,2.3
22/06/2013,0.0,-22.54,23.7,-36923.04,2.3
23/06/2013,0.0,-22.45,23.3,-33535.296,2.3
24/06/2013,0.0,-22.38,20.1,-33079.104,2.3
25/06/2013,0.0,-22.25,20.5,-29579.904,2.3
26/06/2013,0.0,-22.21,18.6,-30709.152,2.3
27/06/2013,1.9,-22.16,19.4,-31459.968,2.3
28/06/2013,0.0,-22.14,16.4,-31489.344,2.2
29/06/2013,0.0,-22.02,18.3,-31408.992,2.0
30/06/2013,0.0,-22.0,20.3,-30673.728,2.0
01/07/2013,0.0,-21.98,22.6,-32562.432,2.0
02/07/2013,0.0,-22.08,23.9,-35395.488,1.9
03/07/2013,0.0,-22.11,24.1,-35198.496,2.0
04/07/2013,0.0,-22.11,22.0,-33157.728,2.0
05/07/2013,0.0,-22.03,24.5,-31771.872,1.9
06/07/2013,0.0,-22.1,24.2,-36165.312,2.0
07/07/2013,0.0,-22.13,24.5,-35227.872,2.0
08/07/2013,0.0,-22.16,25.4,-32799.168,2.0
09/07/2013,0.0,-22.14,24.5,-32577.12,1.9
10/07/2013,0.0,-22.13,24.4,-33852.384,2.0
11/07/2013,3.6,-22.14,21.8,-28747.872,2.0
12/07/2013,0.0,-22.07,23.5,-30773.088,2.0
13/07/2013,0.0,-22.05,25.3,-31818.528,2.0
14/07/2013,0.0,-22.03,24.8,-29857.248,2.0
15/07/2013,0.0,-22.03,24.8,-29883.168,1.9
16/07/2013,0.0,-22.07,25.9,-31745.952,1.9
17/07/2013,0.0,-22.09,25.6,-30426.624,1.9
18/07/2013,0.0,-22.1,24.6,-30574.368,1.9
19/07/2013,0.0,-22.08,21.5,-28201.824,2.0
20/07/2013,0.6,-21.87,22.5,-25439.616,2.2
21/07/2013,0.0,-21.79,24.4,-24452.064,2.2
22/07/2013,0.0,-21.89,24.9,-30074.112,2.1
23/07/2013,0.0,-21.95,25.0,-29801.952,1.9
24/07/2013,0.0,-22.06,26.3,-32151.168,1.9
25/07/2013,0.0,-22.13,27.2,-31370.976,2.1
26/07/2013,0.0,-22.17,28.5,-33558.624,2.2
27/07/2013,0.0,-22.27,29.1,-25356.672,2.2
28/07/2013,0.0,-22.27,29.5,-31186.08,2.2
29/07/2013,0.0,-22.25,27.3,-31011.552,2.1
30/07/2013,0.0,-22.22,25.6,-30201.984,1.9
31/07/2013,0.0,-22.22,25.6,-30981.312,1.9
01/08/2013,0.0,-22.26,25.8,-32112.288,1.9
02/08/2013,0.0,-22.31,27.1,-32140.8,1.9
03/08/2013,0.0,-22.39,28.2,-34103.808,1.9
04/08/2013,0.0,-22.45,29.1,-32527.008,1.9
05/08/2013,0.0,-22.43,29.7,-33372.0,1.9
06/08/2013,0.0,-22.51,30.2,-34650.72,1.9
07/08/2013,0.0,-22.55,29.4,-35508.672,1.9
08/08/2013,0.0,-22.55,29.2,-32602.176,1.9
09/08/2013,0.0,-22.51,26.8,-31807.296,1.9
10/08/2013,0.0,-22.48,24.8,-30519.072,2.1
11/08/2013,0.0,-22.45,25.4,-28375.488,2.1
12/08/2013,0.0,-22.46,25.3,-30268.512,2.1
13/08/2013,0.0,-22.49,26.8,-31072.032,2.1
14/08/2013,0.0,-22.54,25.7,-31827.168,2.1
15/08/2013,0.0,-22.47,24.6,-25059.456,2.1
16/08/2013,0.0,-22.42,25.1,-27730.944,2.1
17/08/2013,0.0,-22.51,26.3,-31369.248,2.1
18/08/2013,0.0,-22.52,26.5,-28751.328,2.1
19/08/2013,0.0,-22.53,26.2,-31661.28,2.1
20/08/2013,5.9,-22.51,22.7,-28156.032,2.1
21/08/2013,0.0,-22.51,23.9,-28646.784,2.1
22/08/2013,0.0,-22.54,24.4,-30760.992,2.1
23/08/2013,0.0,-22.64,24.9,-34826.976,2.0
24/08/2013,0.0,-22.64,23.5,-31489.344,2.0
25/08/2013,0.9,-22.48,23.0,-26101.44,2.0
26/08/2013,0.0,-22.43,24.0,-27758.592,2.0
27/08/2013,4.0,-22.53,21.3,-31400.352,2.0
28/08/2013,0.0,-22.51,21.6,-29364.768,1.9
29/08/2013,0.0,-22.57,22.2,-32685.12,1.9
30/08/2013,0.0,-22.61,22.1,-33746.112,1.9
31/08/2013,0.0,-22.66,21.5,-34376.832,2.0
01/09/2013,0.0,-22.65,21.3,-32613.408,2.0
02/09/2013,0.0,-22.66,22.0,-31642.272,2.0
03/09/2013,0.0,-22.74,23.3,-34404.48,1.9
04/09/2013,0.0,-22.82,24.2,-36485.856,2.0
05/09/2013,0.0,-22.84,24.7,-34881.408,2.0
06/09/2013,0.0,-22.86,24.9,-37398.24,2.0
07/09/2013,0.0,-22.91,25.5,-36625.824,2.0
08/09/2013,0.0,-22.88,24.8,-30664.224,2.0
09/09/2013,0.0,-22.77,23.5,-30448.224,2.1
10/09/2013,0.0,-22.73,21.9,-31642.272,2.1
11/09/2013,0.1,-22.72,21.4,-31464.288,2.1
12/09/2013,0.2,-22.72,18.6,-31383.072,2.2
13/09/2013,0.0,-22.74,18.0,-32518.368,2.1
14/09/2013,0.0,-22.81,19.0,-34719.84,2.1
15/09/2013,0.0,-22.78,18.4,-31969.728,2.1
16/09/2013,0.0,-22.7,19.3,-31643.136,2.1
17/09/2013,8.0,-22.69,19.3,-32143.392,2.1
18/09/2013,0.0,-22.75,18.6,-33121.44,2.1
19/09/2013,0.0,-22.78,21.3,-33061.824,2.1
20/09/2013,0.0,-22.9,20.6,-35741.088,2.1
21/09/2013,0.0,-23.01,20.4,-36343.296,2.1
22/09/2013,0.0,-23.04,20.0,-34680.96,2.1
23/09/2013,0.0,-23.02,19.5,-34548.768,2.1
24/09/2013,0.0,-23.02,19.2,-34575.552,2.0
25/09/2013,0.0,-23.01,19.9,-33468.768,2.0
26/09/2013,0.0,-23.02,20.3,-33061.824,1.9
27/09/2013,0.0,-23.0,19.6,-33312.384,1.9
28/09/2013,0.0,-23.01,21.0,-34788.096,1.9
29/09/2013,39.6,-22.97,18.9,-30633.12,2.0
30/09/2013,0.0,-22.85,17.6,-29123.712,2.1
01/10/2013,0.0,-22.89,17.4,-29584.224,2.0
02/10/2013,0.0,-22.95,18.1,-30910.464,2.0
03/10/2013,0.0,-23.05,15.6,-31384.8,2.1
04/10/2013,0.0,-23.06,16.7,-29757.888,2.3
05/10/2013,0.0,-22.94,16.4,-29007.936,2.5
06/10/2013,9.3,-22.89,18.2,-28283.904,2.5
07/10/2013,0.0,-22.9,17.7,-27864.864,2.5
08/10/2013,0.0,-22.89,16.1,-28003.104,2.6
09/10/2013,0.0,-22.86,16.1,-27921.024,2.5
10/10/2013,1.1,-22.82,16.9,-28492.992,2.4
11/10/2013,4.0,-22.8,17.0,-28689.12,2.4
12/10/2013,10.7,-22.86,15.3,-29655.072,2.4
13/10/2013,0.0,-22.84,15.4,-26779.68,2.4
14/10/2013,0.0,-22.82,16.0,-27348.192,2.3
15/10/2013,0.0,-22.79,16.8,-27393.12,2.3
16/10/2013,0.0,-22.71,18.1,-28484.352,2.8
17/10/2013,0.0,-22.92,14.1,-36566.208,2.6
18/10/2013,0.0,-22.9,14.3,-29423.52,2.4
19/10/2013,0.0,-22.94,15.9,-31788.288,2.3
20/10/2013,0.0,-22.96,16.6,-31540.32,2.3
21/10/2013,0.0,-22.89,17.6,-29375.136,2.6
22/10/2013,0.1,-22.88,16.4,-29641.248,2.7
23/10/2013,0.0,-22.88,16.6,-30808.512,2.4
24/10/2013,0.0,-22.86,16.0,-29178.144,2.4
25/10/2013,0.0,-22.86,15.4,-30532.032,2.3
26/10/2013,0.0,-22.88,15.8,-31019.328,2.3
27/10/2013,0.1,-22.86,17.2,-30722.112,2.3
28/10/2013,0.0,-22.83,19.9,-29240.352,2.2
29/10/2013,0.0,-22.87,18.2,-32365.44,2.2
30/10/2013,0.0,-22.87,16.5,-30093.12,2.2
31/10/2013,0.0,-22.88,16.9,-29855.52,2.2
01/11/2013,0.0,-22.9,14.6,-30963.168,2.2
02/11/2013,0.0,-22.83,15.4,-29094.336,2.2
03/11/2013,0.0,-22.8,18.3,-29363.04,2.2
04/11/2013,0.0,-22.72,17.2,-28724.544,2.4
05/11/2013,0.0,-22.68,14.7,-29839.104,2.5
06/11/2013,0.0,-22.8,13.2,-30482.784,2.5
07/11/2013,0.0,-22.92,13.5,-30717.792,2.3
08/11/2013,0.0,-22.89,16.1,-29735.424,2.3
09/11/2013,0.0,-22.78,17.2,-27273.888,2.3
10/11/2013,31.2,-22.7,12.2,-27605.664,2.5
11/11/2013,59.4,-22.68,9.5,-28667.52,3.4
12/11/2013,0.4,-22.89,12.5,-31377.024,4.0
13/11/2013,0.0,-22.93,14.4,-32849.28,4.1
14/11/2013,0.0,-22.93,14.3,-32692.896,3.8
15/11/2013,0.0,-22.88,13.1,-30805.056,3.5
16/11/2013,0.0,-22.92,14.0,-32752.512,3.3
17/11/2013,0.0,-22.86,10.7,-30418.848,3.0
18/11/2013,0.0,-22.78,8.8,-29133.216,2.6
19/11/2013,0.0,-22.6,10.2,-27961.632,2.6
20/11/2013,19.8,-22.62,10.4,-30232.224,3.0
21/11/2013,0.0,-22.56,9.3,-27255.744,2.9
22/11/2013,3.8,-22.5,6.8,-27738.72,3.1
23/11/2013,0.0,-22.48,7.8,-29498.688,3.0
24/11/2013,0.0,-22.5,8.1,-27850.176,2.9
25/11/2013,0.0,-22.54,5.7,-27132.192,2.8
26/11/2013,0.0,-22.52,1.7,-28022.112,2.8
27/11/2013,2.1,-22.5,1.9,-28527.552,2.7
28/11/2013,0.0,-22.48,2.5,-29739.744,2.7
29/11/2013,0.0,-22.42,3.0,-29494.368,2.7
30/11/2013,0.0,-22.35,1.7,-31271.616,2.8
01/12/2013,0.0,-22.26,9.5,-29115.072,2.8
02/12/2013,0.0,-22.25,10.4,-28399.68,2.9
03/12/2013,0.0,-22.28,8.4,-29629.152,2.9
04/12/2013,0.0,-22.28,2.5,-32218.56,2.7
05/12/2013,0.0,-22.22,0.9,-30186.432,2.7
06/12/2013,0.0,-22.09,3.8,-29636.928,2.6
07/12/2013,0.0,-22.16,1.4,-32253.984,2.6
08/12/2013,0.0,-22.16,1.8,-30629.664,2.5
09/12/2013,0.0,-22.11,1.5,-28366.848,2.5
10/12/2013,0.1,-22.11,2.0,-27900.288,2.3
11/12/2013,0.0,-22.13,2.7,-31586.112,2.5
12/12/2013,0.1,-22.03,2.5,-29137.536,2.6
13/12/2013,0.0,-21.97,3.5,-30123.36,2.4
14/12/2013,0.0,-21.97,4.7,-31619.808,2.4
15/12/2013,0.0,-21.92,6.1,-28188.0,2.4
16/12/2013,0.0,-21.91,3.2,-28761.696,2.4
17/12/2013,0.0,-21.9,1.4,-29555.712,2.3
18/12/2013,0.0,-21.83,0.0,-28245.888,2.3
19/12/2013,0.0,-21.82,0.8,-29972.16,2.3
20/12/2013,0.8,-21.84,5.1,-31411.584,2.3
21/12/2013,0.0,-21.9,4.8,-31335.552,2.3
22/12/2013,0.1,-21.81,5.0,-28982.88,2.3
23/12/2013,0.0,-21.7,4.7,-26904.96,2.3
24/12/2013,0.0,-21.68,2.6,-28633.824,2.3
25/12/2013,0.8,-21.59,9.8,-25895.808,2.3
26/12/2013,0.0,-21.32,10.5,-23711.616,2.3
27/12/2013,0.1,-21.51,5.7,-28397.088,2.3
28/12/2013,0.0,-21.6,6.6,-28729.728,2.3
29/12/2013,0.9,-21.58,9.8,-27020.736,2.3
30/12/2013,0.0,-21.58,6.8,-26564.544,2.3
31/12/2013,0.0,-21.6,7.7,-31168.8,2.3
01/01/2014,0.0,-21.6,5.0,-28766.88,2.2
02/01/2014,0.2,-21.52,3.7,-25740.288,2.3
03/01/2014,1.6,-21.56,10.5,-29050.272,2.3
04/01/2014,2.5,-21.54,11.7,-30252.96,2.3
05/01/2014,5.2,-21.44,10.5,-26970.624,2.4
06/01/2014,0.0,-21.53,7.2,-28545.696,2.4
07/01/2014,0.0,-21.61,4.7,-29044.224,2.3
08/01/2014,0.1,-21.61,3.6,-28588.896,2.3
09/01/2014,0.0,-21.57,2.9,-28934.496,2.3
10/01/2014,0.0,-21.51,7.6,-28378.944,2.3
11/01/2014,0.1,-21.53,5.5,-28754.784,2.3
12/01/2014,0.1,-21.52,4.1,-28542.24,2.3
13/01/2014,0.0,-21.51,3.2,-29201.472,2.3
14/01/2014,4.0,-21.4,6.6,-27947.808,2.3
15/01/2014,0.2,-21.44,4.4,-29120.256,2.4
16/01/2014,0.0,-21.52,4.4,-29360.448,2.3
17/01/2014,0.0,-21.48,11.8,-29039.904,2.3
18/01/2014,0.0,-21.5,12.7,-31665.6,2.3
19/01/2014,13.7,-21.43,11.1,-29166.048,2.3
20/01/2014,5.3,-21.4,8.3,-26643.168,2.5
21/01/2014,2.5,-21.37,7.5,-27684.288,2.4
22/01/2014,9.9,-21.48,8.5,-30178.656,2.5
23/01/2014,3.2,-21.5,8.8,-29684.448,2.5
24/01/2014,11.8,-21.4,7.4,-29547.072,2.8
25/01/2014,0.0,-21.46,5.9,-30364.416,2.9
26/01/2014,0.0,-21.45,2.5,-28974.24,2.7
27/01/2014,2.4,-21.37,2.5,-28391.04,2.6
28/01/2014,0.1,-21.37,4.8,-29865.024,2.6
29/01/2014,2.0,-21.45,4.1,-28815.264,2.5
30/01/2014,13.6,-21.46,9.5,-30556.224,2.9
31/01/2014,28.6,-21.56,10.3,-33419.52,3.2
01/02/2014,1.4,-21.53,10.7,-30964.032,3.3
02/02/2014,9.4,-21.51,9.1,-31027.104,3.1
03/02/2014,0.4,-21.5,9.9,-30247.776,3.0
04/02/2014,0.6,-21.51,9.6,-29414.88,2.8
05/02/2014,1.4,-21.49,7.3,-32295.456,2.8
06/02/2014,7.4,-21.47,8.0,-32668.704,2.9
07/02/2014,0.7,-21.53,7.9,-34757.856,2.8
08/02/2014,6.0,-21.49,10.6,-35355.744,2.9
09/02/2014,11.3,-21.43,9.8,-34098.624,3.1
10/02/2014,5.2,-21.43,9.0,-34500.384,3.1
11/02/2014,25.6,-21.35,9.4,-27798.336,3.5
12/02/2014,0.1,-21.34,8.3,-34362.144,3.6
13/02/2014,0.1,-21.34,6.7,-32985.792,3.4
14/02/2014,0.0,-21.23,11.5,-32534.784,3.1
15/02/2014,0.0,-21.23,10.4,-34361.28,2.9
16/02/2014,0.0,-21.2,14.6,-34993.728,2.9
17/02/2014,0.0,-21.13,14.5,-31813.344,2.8
18/02/2014,0.0,-20.99,11.3,-29879.712,2.8
19/02/2014,0.0,-20.84,13.8,-28474.848,2.8
20/02/2014,3.2,-20.67,11.6,-27122.688,2.8
21/02/2014,0.0,-20.6,10.8,-28086.048,2.7
22/02/2014,3.5,-20.51,10.0,-27592.704,2.7
23/02/2014,0.0,-20.46,7.1,-27066.528,2.6
24/02/2014,0.0,-20.36,8.7,-26085.024,2.6
25/02/2014,0.0,-20.29,7.1,-27244.512,2.5
26/02/2014,3.5,-20.28,7.7,-28016.064,2.5
27/02/2014,8.5,-20.25,9.0,-28051.488,2.7
28/02/2014,2.4,-20.13,7.9,-28144.8,2.7
01/03/2014,4.3,-20.01,7.0,-31080.672,2.6
02/03/2014,0.0,-19.96,7.0,-28632.96,2.6
03/03/2014,0.0,-19.95,7.1,-28918.08,2.5
04/03/2014,12.2,-19.87,8.6,-29368.224,2.6
05/03/2014,0.4,-20.06,8.1,-32586.624,2.7
06/03/2014,0.0,-20.06,9.4,-28170.72,2.6
07/03/2014,0.0,-19.94,10.9,-28153.44,2.6
08/03/2014,0.0,-19.93,10.2,-28750.464,2.6
09/03/2014,0.0,-19.86,11.3,-27177.984,2.5
10/03/2014,0.0,-19.88,10.9,-34200.576,2.5
11/03/2014,0.0,-19.83,10.3,-27959.904,2.5
12/03/2014,0.0,-19.82,10.6,-29577.312,2.5
13/03/2014,0.0,-19.8,10.4,-30759.264,2.4
14/03/2014,0.0,-19.81,10.3,-32784.48,2.4
15/03/2014,0.0,-19.76,11.1,-33130.08,2.4
16/03/2014,0.0,-19.68,12.0,-30877.632,2.4
17/03/2014,0.0,-19.65,13.3,-29077.92,2.4
18/03/2014,0.0,-19.58,13.8,-25901.856,2.4
19/03/2014,0.0,-19.46,12.3,-26331.264,2.3
20/03/2014,0.0,-19.56,13.5,-29059.776,2.3
21/03/2014,0.0,-19.57,14.5,-30243.456,2.3
22/03/2014,0.1,-19.53,14.1,-30730.752,2.3
23/03/2014,5.9,-19.38,12.7,-26968.032,2.5
24/03/2014,0.7,-19.32,8.4,-25164.0,2.4
25/03/2014,0.0,-19.41,7.6,-28658.016,2.3
26/03/2014,0.0,-19.39,9.7,-28989.792,2.3
27/03/2014,11.9,-19.43,8.9,-27631.584,2.8
28/03/2014,1.9,-19.47,7.7,-27872.64,3.1
29/03/2014,0.0,-19.56,11.4,-31142.016,2.8
30/03/2014,0.0,-19.44,13.0,-29458.08,2.6
31/03/2014,0.0,-19.47,13.6,-28890.432,2.6
01/04/2014,0.0,,12.8,-28770.336,2.5
02/04/2014,0.0,,13.2,-31332.096,2.5
03/04/2014,0.0,,13.6,-31230.144,2.5
04/04/2014,15.6,,11.7,-27787.968,2.5
05/04/2014,9.4,,13.3,-28598.4,2.5
06/04/2014,0.0,,14.8,-28559.52,2.5
07/04/2014,0.0,,15.9,-28408.32,2.4
08/04/2014,0.0,,16.1,-28919.808,2.4
09/04/2014,0.4,,15.2,-28469.664,2.4
10/04/2014,0.0,-19.41,13.5,-29349.216,2.3
11/04/2014,1.5,-19.41,15.2,-29129.76,2.2
12/04/2014,29.1,-19.4,15.1,-30036.96,2.2
13/04/2014,10.0,-19.4,14.9,-28293.408,2.3
14/04/2014,0.0,-19.34,14.3,-26423.712,2.2
15/04/2014,7.7,-19.33,12.4,-27347.328,2.2
16/04/2014,0.0,-19.34,9.7,-26632.8,2.2
17/04/2014,0.0,-19.27,9.2,-25862.976,2.2
18/04/2014,0.0,-19.25,12.7,-28885.248,2.3
19/04/2014,6.7,-19.24,11.5,-27472.608,2.5
20/04/2014,0.5,-19.17,12.4,-25183.008,2.5
21/04/2014,0.0,-19.15,16.3,-24906.528,2.5
22/04/2014,0.0,-19.24,17.6,-26695.008,2.5
23/04/2014,0.0,-19.23,16.6,-26420.256,2.5
24/04/2014,0.0,-19.28,15.3,-27038.016,2.7
25/04/2014,2.5,-19.25,16.5,-27427.68,2.8
26/04/2014,0.1,-19.24,17.0,-26551.584,2.8
27/04/2014,7.8,-19.13,14.3,-24432.192,2.7
28/04/2014,1.8,-19.16,12.3,-24573.024,2.7
29/04/2014,0.1,-19.19,12.8,-25180.416,2.7
30/04/2014,1.9,-19.23,14.4,-26776.224,2.8
01/05/2014,0.1,-19.17,13.7,-25872.48,3.2
02/05/2014,8.2,-19.12,14.1,-25136.352,3.3
03/05/2014,14.3,-19.1,12.1,-25709.184,3.2
04/05/2014,0.0,-19.14,12.1,-25492.32,3.2
05/05/2014,0.0,-19.3,14.5,-28576.8,3.4
06/05/2014,0.0,-19.34,16.0,-27825.12,3.1
07/05/2014,0.0,-19.32,16.1,-27918.432,2.8
08/05/2014,0.0,-19.3,17.5,-27018.144,2.8
09/05/2014,0.0,-19.33,17.8,-28054.944,2.8
10/05/2014,0.0,-19.36,19.7,-29706.912,2.9
11/05/2014,0.0,-19.31,19.4,-27263.52,3.0
12/05/2014,0.0,-19.29,18.8,-27076.032,3.0
13/05/2014,23.6,-19.31,14.8,-27909.792,3.0
14/05/2014,2.5,-19.28,14.9,-27449.28,3.0
15/05/2014,0.0,-19.34,13.6,-27246.24,2.9
16/05/2014,0.0,-19.32,14.7,-28182.816,2.8
17/05/2014,1.7,-19.37,16.7,-28499.904,2.5
18/05/2014,0.0,-19.38,17.1,-27670.464,2.4
19/05/2014,0.0,-19.38,16.1,-28043.712,2.4
20/05/2014,0.0,-19.38,19.6,-27478.656,2.4
21/05/2014,0.0,-19.39,21.4,-26568.0,2.8
22/05/2014,0.0,-19.41,22.6,-27583.2,2.9
23/05/2014,0.2,-19.37,19.9,-26165.376,2.8
24/05/2014,0.0,-19.46,21.0,-28638.144,2.5
25/05/2014,14.7,-19.45,18.9,-27578.016,2.4
26/05/2014,6.4,-19.38,20.6,-25242.624,2.4
27/05/2014,13.3,-19.43,17.1,-28772.928,2.4
28/05/2014,0.4,-19.41,17.2,-27854.496,2.4
29/05/2014,0.0,-19.48,18.0,-30227.904,2.4
30/05/2014,0.1,-19.5,17.6,-29099.52,2.4
31/05/2014,3.2,-19.52,15.3,-28740.96,2.4
01/06/2014,0.0,-19.51,16.7,-27648.864,2.6
02/06/2014,0.0,-19.51,18.4,-27732.672,2.7
03/06/2014,0.0,-19.52,19.4,-29173.824,2.7
04/06/2014,0.0,-19.5,20.1,-29226.528,2.7
05/06/2014,0.0,-19.5,21.8,-25947.648,2.7
06/06/2014,0.0,-19.58,22.8,-28475.712,2.7
07/06/2014,0.0,-19.62,25.0,-29610.144,2.7
08/06/2014,0.0,-19.69,25.6,-30704.832,2.5
09/06/2014,0.0,-19.67,25.6,-27598.752,2.3
10/06/2014,0.0,-19.71,26.3,-28524.96,2.3
11/06/2014,0.0,-19.75,27.0,-27727.488,2.3
12/06/2014,0.0,-19.78,26.2,-28003.104,2.3
13/06/2014,0.0,-19.7,24.3,-25922.592,2.3
14/06/2014,0.0,-19.65,22.5,-24915.168,2.6
15/06/2014,5.5,-19.6,19.0,-21854.88,2.6
16/06/2014,16.0,-19.53,17.3,-23234.688,2.5
17/06/2014,1.2,-19.51,19.2,-23373.792,2.4
18/06/2014,0.2,-19.56,19.8,-22991.904,2.3
19/06/2014,0.5,-19.61,19.6,-24780.384,2.3
20/06/2014,0.0,-19.6,21.5,-24439.104,2.3
21/06/2014,0.0,-19.75,23.0,-27218.592,2.3
22/06/2014,0.0,-19.84,24.6,-27293.76,2.3
23/06/2014,0.0,-19.92,24.6,-28467.936,2.3
24/06/2014,0.0,-19.89,24.7,-27002.592,2.3
25/06/2014,0.0,-19.88,23.6,-27618.624,2.3
26/06/2014,0.6,-19.9,21.8,-25011.072,2.3
27/06/2014,0.1,-19.94,23.6,-25231.392,2.3
28/06/2014,0.0,-20.08,24.7,-29498.688,2.3
29/06/2014,0.0,-20.05,24.7,-28536.192,2.3
30/06/2014,15.7,-20.05,22.2,-27583.2,2.4
01/07/2014,0.0,-20.04,22.4,-26939.52,2.5
02/07/2014,0.0,-20.1,24.0,-29410.56,2.7
03/07/2014,0.0,-20.17,24.5,-28924.128,2.7
04/07/2014,0.0,-20.19,26.6,-28848.96,2.5
05/07/2014,0.0,-20.24,25.9,-29113.344,2.3
06/07/2014,0.0,-20.27,25.7,-27885.6,2.3
07/07/2014,0.0,-20.31,26.1,-28898.208,2.3
08/07/2014,1.3,-20.21,23.6,-25094.88,2.3
09/07/2014,0.0,-20.19,22.1,-24738.048,2.3
10/07/2014,9.0,-20.12,18.0,-22211.712,2.6
11/07/2014,1.3,-20.12,18.6,-24156.576,2.4
12/07/2014,0.0,-20.23,21.8,-26625.888,2.4
13/07/2014,13.3,-20.24,21.7,-26182.656,2.4
14/07/2014,11.4,-20.18,19.8,-24119.424,2.4
15/07/2014,0.0,-20.17,21.8,-25799.904,2.4
16/07/2014,0.0,-20.23,25.2,-27690.336,2.4
17/07/2014,0.0,-20.32,25.4,-30278.88,2.3
18/07/2014,0.0,-20.38,25.6,-31295.808,2.5
19/07/2014,0.0,-20.44,26.5,-31334.688,2.7
20/07/2014,0.0,-20.46,27.9,-30579.552,2.7
21/07/2014,4.8,-20.38,22.5,-24608.448,2.7
22/07/2014,0.0,-20.27,22.9,-24248.16,2.7
23/07/2014,0.0,-20.31,24.4,-27088.128,2.5
24/07/2014,6.9,-20.35,21.7,-25012.8,2.4
25/07/2014,0.0,-20.36,24.7,-25971.84,2.5
26/07/2014,13.0,-20.33,23.3,-26133.408,2.5
27/07/2014,0.2,-20.23,22.1,-22559.904,2.4
28/07/2014,0.5,-20.34,24.2,-25954.56,2.4
29/07/2014,67.3,-20.3,21.5,-23279.616,2.9
30/07/2014,13.3,-20.33,19.1,-24814.944,3.3
31/07/2014,0.0,-20.34,22.1,-24001.056,3.4
01/08/2014,0.0,-20.39,24.7,-27056.16,3.2
02/08/2014,0.0,-20.42,27.2,-26378.784,3.0
03/08/2014,16.4,-20.41,24.7,-24192.0,2.9
04/08/2014,0.0,-20.41,24.3,-26571.456,2.9
05/08/2014,8.8,-20.42,22.8,-25485.408,2.7
06/08/2014,0.0,-20.38,22.5,-23729.76,2.6
07/08/2014,0.0,-20.4,23.0,-25617.6,2.6
08/08/2014,0.0,-20.49,25.0,-28305.504,2.5
09/08/2014,0.0,-20.55,25.8,-29223.072,2.6
10/08/2014,0.0,-20.54,26.7,-27955.584,2.6
11/08/2014,0.0,-20.58,26.3,-30439.584,2.5
12/08/2014,0.0,-20.6,26.1,-30806.784,2.5
13/08/2014,0.0,-20.62,27.2,-30970.08,2.5
14/08/2014,9.5,-20.65,23.0,-29141.856,2.6
15/08/2014,0.0,-20.57,21.4,-25143.264,2.8
16/08/2014,0.0,-20.62,20.1,-28753.056,2.7
17/08/2014,0.0,-20.62,20.7,-27325.728,2.7
18/08/2014,0.0,-20.64,21.3,-29579.04,2.6
19/08/2014,0.0,-20.69,22.4,-30913.056,2.5
20/08/2014,0.0,-20.67,24.8,-28331.424,2.5
21/08/2014,0.0,-20.67,25.7,-28367.712,2.5
22/08/2014,0.0,-20.75,23.8,-31838.4,2.4
23/08/2014,24.0,-20.76,20.6,-30685.824,2.5
24/08/2014,0.1,-20.67,21.4,-25795.584,2.5
25/08/2014,0.0,-20.65,22.4,-25595.136,2.4
26/08/2014,0.0,-20.63,22.8,-25252.128,2.4
27/08/2014,0.0,-20.63,25.7,-25232.256,2.4
28/08/2014,0.0,-20.66,23.6,-27209.088,2.4
29/08/2014,0.0,-20.74,23.7,-29481.408,2.4
30/08/2014,0.0,-20.8,25.0,-31077.216,2.4
31/08/2014,0.0,-20.77,24.9,-28165.536,2.4
01/09/2014,13.6,-20.67,17.6,-25055.136,2.5
02/09/2014,0.0,-20.7,19.2,-26309.664,2.5
03/09/2014,0.1,-20.74,18.5,-26990.496,2.5
04/09/2014,0.0,-20.71,21.3,-26235.36,2.9
05/09/2014,0.0,-20.79,21.6,-29275.776,3.2
06/09/2014,0.0,-20.77,22.0,-28218.24,2.8
07/09/2014,0.0,-20.79,21.7,-27850.176,2.5
08/09/2014,0.0,-20.8,22.8,-27624.672,2.5
09/09/2014,0.0,-20.86,23.9,-28969.92,2.5
10/09/2014,24.0,-20.89,19.9,-28628.64,2.5
11/09/2014,20.1,-20.8,19.7,-25917.408,2.6
12/09/2014,15.4,-20.8,15.2,-26174.88,2.7
13/09/2014,0.1,-20.85,17.4,-27831.168,2.9
14/09/2014,0.0,-20.84,20.4,-25651.296,3.0
15/09/2014,0.0,-20.86,20.6,-26457.408,3.0
16/09/2014,0.0,-20.85,21.3,-27796.608,3.0
17/09/2014,0.0,-20.87,20.9,-27454.464,2.9
18/09/2014,0.0,-20.89,22.1,-27615.168,2.7
19/09/2014,0.0,-20.99,24.3,-31373.568,2.6
20/09/2014,0.6,-20.92,27.2,-25887.168,2.6
21/09/2014,0.0,-20.87,24.7,-25631.424,2.5
22/09/2014,0.0,-20.84,23.0,-27082.944,2.6
